ACTION QUERY 10000 10 Native American casino
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'955215'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'498450'
ACTION SNIPPET 10000 24 SNIPPET_RELEVANT b'659520'
ACTION DOC 10000 44 EXAMINING_DOCUMENT b'659520'
ACTION MARK 10000 47 CONSIDERED_RELEVANT b'659520'
ACTION SNIPPET 10000 50 SNIPPET_RELEVANT b'751799'
ACTION DOC 10000 70 EXAMINING_DOCUMENT b'751799'
ACTION SNIPPET 10000 73 SNIPPET_NOT_RELEVANT b'1088208'
ACTION SNIPPET 10000 76 SNIPPET_RELEVANT b'1182706'
ACTION DOC 10000 96 EXAMINING_DOCUMENT b'1182706'
ACTION MARK 10000 99 CONSIDERED_RELEVANT b'1182706'
ACTION SNIPPET 10000 102 SNIPPET_RELEVANT b'687474'
ACTION DOC 10000 122 EXAMINING_DOCUMENT b'687474'
ACTION MARK 10000 125 CONSIDERED_RELEVANT b'687474'
ACTION SNIPPET 10000 128 SNIPPET_RELEVANT b'1663305'
ACTION DOC 10000 148 EXAMINING_DOCUMENT b'1663305'
ACTION MARK 10000 151 CONSIDERED_RELEVANT b'1663305'
ACTION SNIPPET 10000 154 SNIPPET_RELEVANT b'453286'
ACTION DOC 10000 174 EXAMINING_DOCUMENT b'453286'
ACTION MARK 10000 177 CONSIDERED_RELEVANT b'453286'
ACTION SNIPPET 10000 180 SNIPPET_RELEVANT b'1390982'
ACTION DOC 10000 200 EXAMINING_DOCUMENT b'1390982'
ACTION MARK 10000 203 CONSIDERED_RELEVANT b'1390982'
ACTION QUERY 10000 213 Native American gaming
ACTION SERP 10000 218 EXAMINE_SERP
ACTION SNIPPET 10000 221 SEEN_PREVIOUSLY b'751799'
ACTION SNIPPET 10000 224 SNIPPET_RELEVANT b'449033'
ACTION DOC 10000 244 EXAMINING_DOCUMENT b'449033'
ACTION MARK 10000 247 CONSIDERED_RELEVANT b'449033'
ACTION SNIPPET 10000 250 SEEN_PREVIOUSLY b'1390982'
ACTION SNIPPET 10000 253 SNIPPET_RELEVANT b'1229201'
ACTION DOC 10000 273 EXAMINING_DOCUMENT b'1229201'
ACTION MARK 10000 276 CONSIDERED_RELEVANT b'1229201'
ACTION SNIPPET 10000 279 SNIPPET_RELEVANT b'1734352'
ACTION DOC 10000 299 EXAMINING_DOCUMENT b'1734352'
ACTION MARK 10000 302 CONSIDERED_RELEVANT b'1734352'
ACTION SNIPPET 10000 305 SNIPPET_RELEVANT b'826423'
ACTION DOC 10000 325 EXAMINING_DOCUMENT b'826423'
ACTION MARK 10000 328 CONSIDERED_RELEVANT b'826423'
ACTION SNIPPET 10000 331 SNIPPET_NOT_RELEVANT b'955215'
ACTION SNIPPET 10000 334 SNIPPET_RELEVANT b'1102646'
ACTION DOC 10000 354 EXAMINING_DOCUMENT b'1102646'
ACTION SNIPPET 10000 357 SNIPPET_NOT_RELEVANT b'546605'
ACTION SNIPPET 10000 360 SNIPPET_NOT_RELEVANT b'1621567'
ACTION QUERY 10000 370 Indian casino
ACTION SERP 10000 375 EXAMINE_SERP
ACTION SNIPPET 10000 378 SNIPPET_NOT_RELEVANT b'1680593'
ACTION SNIPPET 10000 381 SNIPPET_RELEVANT b'762607'
ACTION DOC 10000 401 EXAMINING_DOCUMENT b'762607'
ACTION MARK 10000 404 CONSIDERED_RELEVANT b'762607'
ACTION SNIPPET 10000 407 SNIPPET_NOT_RELEVANT b'661685'
ACTION SNIPPET 10000 410 SNIPPET_NOT_RELEVANT b'1053779'
ACTION SNIPPET 10000 413 SNIPPET_RELEVANT b'1389157'
ACTION DOC 10000 433 EXAMINING_DOCUMENT b'1389157'
ACTION MARK 10000 436 CONSIDERED_RELEVANT b'1389157'
ACTION SNIPPET 10000 439 SNIPPET_NOT_RELEVANT b'784839'
ACTION SNIPPET 10000 442 SNIPPET_RELEVANT b'905381'
ACTION DOC 10000 462 EXAMINING_DOCUMENT b'905381'
ACTION MARK 10000 465 CONSIDERED_RELEVANT b'905381'
ACTION SNIPPET 10000 468 SNIPPET_RELEVANT b'955858'
ACTION DOC 10000 488 EXAMINING_DOCUMENT b'955858'
ACTION MARK 10000 491 CONSIDERED_RELEVANT b'955858'
ACTION SNIPPET 10000 494 SEEN_PREVIOUSLY b'449033'
ACTION SNIPPET 10000 497 SNIPPET_RELEVANT b'1447889'
ACTION DOC 10000 517 EXAMINING_DOCUMENT b'1447889'
